lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NN	1865	1	brehm_thierleben02_1865-17381-11	 	Der Reichthum ihrer Waldungen ist so groß, daß die edlen Thiere eigentlich niemals Mangel leiden, und weil sie beständig an Oertlichkeiten leben, in welchen es Nahrung in Hülle und Fülle gibt, erscheinen sie auch weder gefräßig, noch begierig.	57:63	0:243	Der Reichthum ihrer Waldungen iſt ſo groß , daß die edlen Thiere eigentlich niemals Mangel leiden , und weil ſie beſtändig an Oertlichkeiten leben , in welchen es Nahrung in Hülle und Fülle gibt , erſcheinen ſie auch weder gefräßig , noch begierig .	11	0:44	d Reichtum ihr Waldung sein so groß , daß d edel Tier eigentlich niemals Mangel leiden , und weil sie beständig an Örtlichkeit leben , in welchen es Nahrung in Hülle und Fülle geben , erscheinen sie auch weder gefräßig , noch begierig .	ART NN PPOSAT NN VAFIN ADV ADJD $, KOUS ART ADJA NN ADV ADV NN VVINF $, KON KOUS PPER ADJD APPR NN VVFIN $, APPR PWAT PPER NN APPR NN KON NN VVFIN $, VVFIN PPER ADV KON ADJD $, ADV ADJD $.	Der Reichtum ihrer Waldungen ist so groß , daß die edlen Tiere eigentlich niemals Mangel leiden , und weil sie beständig an Örtlichkeiten leben , in welchen es Nahrung in Hülle und Fülle gibt , erscheinen sie auch weder gefräßig , noch begierig .
Tier	NN	1802	1	treviranus_biologie01_1802-1520-5	 	Zu dieser ersten Abtheilung der Thiere gehören die Säugthiere, Vögel, Amphibien und Fische.	32:38	0:91	Zu dieser ersten Abtheilung der Thiere gehören die Säugthiere , Vögel , Amphibien und Fische .	5	0:16	zu diese erst Abteilung d Tier gehören d Säugetier , Vogel , Amphibie und Fisch .	APPR PDAT ADJA NN ART NN VVFIN ART NN $, NN $, NN KON NN $.	Zu dieser ersten Abteilung der Tiere gehören die Säugetiere , Vögel , Amphibien und Fische .
Tier	NN	1825	1	blumenbach_naturgeschichte_1825-3752-5	 	Hingegen finden sich bey den Thieren dieser Classe nur sehr wenige Spuren von wahren Kunsttrieben.	29:36	0:98	Hingegen finden sich bey den Thieren dieser Classe nur sehr wenige Spuren von wahren Kunsttrieben .	5	0:16	hingegen finden sich bei d Tier diese Klasse nur sehr wenige Spur von wahr Kunsttrieb .	ADV VVFIN PRF APPR ART NN PDAT NN ADV ADV PIAT NN APPR ADJA NN $.	Hingegen finden sich bei den Tieren dieser Klasse nur sehr wenige Spuren von wahren Kunsttrieben .
Tier	NN	1855	1	burdel_trunksucht_1855-277-32	 	Alles aber, was dem Verstande, der Denkkraft untergeordnet ist, erlöscht nach und nach bei dem Säufer, seine Empfindlichkeit stumpft sich ab und bald ist er nur noch – Thier.	168:173	0:174	Alles aber , was dem Verstande , der Denkkraft untergeordnet ist , erlöscht nach und nach bei dem Säufer , seine Empfindlichkeit stumpft sich ab und bald ist er nur noch – Thier .	32	0:34	alle aber , was d Verstand , d Denkkraft unterordnen sein , erlöschen nach und nach bei d Säufer , seine Empfindlichkeit stumpfen sich ab und bald sein er nur noch - Tier .	PIS ADV $, PWS ART NN $, ART NN VVPP VAFIN $, VVFIN APPR KON APPR APPR ART NN $, PPOSAT NN VVFIN PRF PTKVZ KON ADV VAFIN PPER ADV ADV $( NN $.	Alles aber , was dem Verstande , der Denkkraft untergeordnet ist , erlöscht nach und nach bei dem Säufer , seine Empfindlichkeit stumpft sich ab und bald ist er nur noch - Tier .
Tier	NN	1864	1	brehm_thierleben01_1864-10651-4	 	„Unter den zahmen Thieren auf Kamtschatka, ‟ sagt Steller, „gebührt den Hunden wegen Alterthums und Nutzens das Vorrecht, und machen sie allein die ganze Klasse der kamtschadalischen zahmen Thiere aus.	18:25	0:201	„ Unter den zahmen Thieren auf Kamtſchatka , ‟ ſagt Steller , „ gebührt den Hunden wegen Alterthums und Nutzens das Vorrecht , und machen ſie allein die ganze Klaſſe der kamtſchadaliſchen zahmen Thiere aus .	4	0:36	" unter d zahm Tier auf Kamtschatka , " sagen Steller , " gebühren d Hund wegen Altertum und Nutzen d Vorrecht , und machen sie allein d ganz Klasse d Kamtschadalischen zahm Tier aus .	$( APPR ART ADJA NN APPR NE $, $( VVFIN NE $, $( VVFIN ART NN APPR NN KON NN ART NN $, KON VVFIN PPER ADV ART ADJA NN ART NN ADJA NN PTKVZ $.	" Unter den zahmen Tieren auf Kamtschatka , " sagt Steller , " gebührt den Hunden wegen Altertums und Nutzens das Vorrecht , und machen sie allein die ganze Klasse der kamtschadalischen zahmen Tiere aus .
Tier	NN	1806	1	robert_sylphen_1806-1025-13	 	Beruhige dich, mein Freund, und sey zufrieden, daß wir keine Thiere mehr sind.	61:67	0:78	Beruhige dich , mein Freund , und sey zufrieden , daß wir keine Thiere mehr sind .	13	0:17	beruhigen du , mein Freund , und sein zufrieden , daß wir keine Tier mehr sein .	VVFIN PPER $, PPOSAT NN $, KON VAFIN ADJD $, KOUS PPER PIAT NN ADV VAFIN $.	Beruhige dich , mein Freund , und sei zufrieden , daß wir keine Tiere mehr sind .
Tier	NN	1874	1	peschel_voelkerkunde_1874-4170-7	 	Zornig warf er die Fleischstücke der zerlegten Thiere dem Götzen zu mit den Worten: „nimm!	47:53	0:90	Zornig warf er die Fleischstücke der zerlegten Thiere dem Götzen zu mit den Worten : „ nimm !	7	0:18	Zornig werfen er d Fleischstück d zerlegen Tier d Götze zu mit d Wort : " nehmen !	ADV VVFIN PPER ART NN ART VVFIN NN ART NN PTKZU APPR ART NN $. $( VVIMP $.	Zornig warf er die Fleischstücke der zerlegten Tiere dem Götzen zu mit den Worten : " nimm !
Tier	NN	1867	1	brehm_thierleben04_1867-8462-3	 	Jetzt verdienen unsere Thiere den Namen Morasthühner in jeder Hinsicht: sie sind wahre Sumpfvögel geworden und scheinen sich auch auf dem flüssigsten Schlamme mit Leichtigkeit bewegen zu können.	23:29	0:194	Jetzt verdienen unſere Thiere den Namen Moraſthühner in jeder Hinſicht : ſie ſind wahre Sumpfvögel geworden und ſcheinen ſich auch auf dem flüſſigſten Schlamme mit Leichtigkeit bewegen zu können .	3	0:30	jetzt verdienen unsere Tier d Name Morasthuhn in jede Hinsicht : sie sein wahr Sumpfvogel werden und scheinen sich auch auf d flüssig Schlamm mit Leichtigkeit bewegen zu können .	ADV VVFIN PPOSAT NN ART NN NN APPR PIAT NN $. PPER VAFIN ADJA NN VAPP KON VVFIN PRF ADV APPR ART ADJA NN APPR NN VVINF PTKZU VMINF $.	Jetzt verdienen unsere Tiere den Namen Morasthühner in jeder Hinsicht : sie sind wahre Sumpfvögel geworden und scheinen sich auch auf dem flüssigsten Schlamme mit Leichtigkeit bewegen zu können .
Tier	NN	1848	1	nn_nrhz163b2_1848-227-8	 	Heute ist der Arme viel elender als das Thier; wer also das Republik nennt, der lästert.	40:45	0:88	Heute ist der Arme viel elender als das Thier ; wer also das Republik nennt , der lästert .	8	0:19	heute sein d Arme viel elend als d Tier ; wer also d Republik nennen , die lästern .	ADV VAFIN ART NN ADV ADJD KOKOM ART NN $. PWS ADV ART NN VVFIN $, PRELS VVFIN $.	Heute ist der Arme viel elender als das Tier ; wer also das Republik nennt , der lästert .
Tier	NN	1833	1	droysen_alexander_1833-3694-38	 	An einer der Raststellen, ein fast ausgetrocknetes Wasser floß vorüber, lagerte das Heer einen Tag und ruhte unter den Zelten; da füllte sich plötzlich das Strombette und brausend schwollen die Wasser über; Waffen, Thiere, Zelte, Menschen wurden mit hinweggerissen, und ehe man sich noch zu besinnen und zu helfen vermochte, war schon die Verwüstung auf ihrem Gipfel; Alexanders Zelt und ein Theil seiner Waffen wurden ein Raub der Fluth, deren Gewalt er selbst mit Mühe entrann.	215:221	0:479	An einer der Raſtſtellen , ein faſt ausgetrocknetes Waſſer floß voruͤber , lagerte das Heer einen Tag und ruhte unter den Zelten ; da fuͤllte ſich ploͤtzlich das Strombette und brauſend ſchwollen die Waſſer uͤber ; Waffen , Thiere , Zelte , Menſchen wurden mit hinweggeriſſen , und ehe man ſich noch zu beſinnen und zu helfen vermochte , war ſchon die Verwuͤſtung auf ihrem Gipfel ; Alexanders Zelt und ein Theil ſeiner Waffen wurden ein Raub der Fluth , deren Gewalt er ſelbſt mit Muͤhe entrann .	38	0:88	an eine d Raststelle , eine fast ausgetrocknet Wasser fließen vorüber , lagern d Heer eine Tag und ruhen unter d Zelt ; da füllen sich plötzlich d Strombett und brausend schwellen d Wasser über ; Waffe , Tier , Zelt , Mensch werden mit hinwegreissen , und ehe man sich noch zu besinnen und zu helfen vermögen , sein schon d Verwüstung auf ihr Gipfel ; Alexanders Zelt und eine Teil seine Waffe werden eine Raub d Flut , die Gewalt er selbst mit Mühe entrinnen .	APPR ART ART NN $, ART ADV ADJA NN VVFIN PTKVZ $, VVFIN ART NN ART NN KON VVFIN APPR ART NN $. ADV VVFIN PRF ADJD ART NN KON ADJD VVFIN ART NN APPR $. NN $, NN $, NN $, NN VAFIN APPR VVPP $, KON KOUS PIS PRF ADV PTKZU VVINF KON PTKZU VVINF VVFIN $, VAFIN ADV ART NN APPR PPOSAT NN $. NE NN KON ART NN PPOSAT NN VAFIN ART NN ART NN $, PRELAT NN PPER ADV APPR NN VVFIN $.	An einer der Raststellen , ein fast ausgetrocknetes Wasser floß vorüber , lagerte das Heer einen Tag und ruhte unter den Zelten ; da füllte sich plötzlich das Strombette und brausend schwollen die Wasser über ; Waffen , Tiere , Zelte , Menschen wurden mit hinweggerissen , und ehe man sich noch zu besinnen und zu helfen vermochte , war schon die Verwüstung auf ihrem Gipfel ; Alexanders Zelt und ein Teil seiner Waffen wurden ein Raub der Flut , deren Gewalt er selbst mit Mühe entrann .
Tier	NN	1803	1	treviranus_biologie02_1803-176-2	 	Unter den Thieren sind es vorzüglich die Insekten, die sich auf Pflanzen aufhalten.	10:17	0:83	Unter den Thieren sind es vorzüglich die Insekten , die sich auf Pflanzen aufhalten .	2	0:15	unter d Tier sein es vorzüglich d Insekt , die sich auf Pflanze aufhalten .	APPR ART NN VAFIN PPER ADJD ART NN $, PRELS PRF APPR NN VVINF $.	Unter den Tieren sind es vorzüglich die Insekten , die sich auf Pflanzen aufhalten .
Tier	NN	1865	1	brehm_thierleben02_1865-10541-14	 	Nirgends fast sah ich die Schellente; wo ich sie sah, kümmerten diese Thiere; in unserem Garten sind dieselben nicht allein frisch und munter, wie in der Freiheit, sondern sie haben sich sogar begattet. ‟ —	70:76	0:206	Nirgends faſt ſah ich die Schellente ; wo ich ſie ſah , kümmerten dieſe Thiere ; in unſerem Garten ſind dieſelben nicht allein friſch und munter , wie in der Freiheit , ſondern ſie haben ſich ſogar begattet . ‟ —	14	0:41	nirgends fast sehen ich d Schelleente ; wo ich sie sehen , kümmern diese Tier ; in unsere Garten sein dieselbe nicht allein frisch und munter , wie in d Freiheit , sondern sie haben sich sogar begatten . " --	ADV ADV VVFIN PPER ART NN $. PWAV PPER PPER VVFIN $, VVFIN PDAT NN $. APPR PPOSAT NN VAFIN PDAT PTKNEG ADV ADJD KON ADJD $, PWAV APPR ART NN $, KON PPER VAFIN PRF ADV VVPP $. $( $(	Nirgends fast sah ich die Schellente ; wo ich sie sah , kümmerten diese Tiere ; in unserem Garten sind dieselben nicht allein frisch und munter , wie in der Freiheit , sondern sie haben sich sogar begattet . " --
Tier	NN	1866	1	brehm_thierleben03_1866-335-40	 	Man nähert sich bei einer mühsamen Streiserei um die Mittagsstunde einer senkrechten Felsenwand und glaubt sich ganz allein; ringsumher herrscht die tiefste Stille, welche in allen wärmeren Gegenden Amerikas die Mitte des Tages bezeichnet, wo die meisten Thiere in Schlaf versunken sind.	255:261	0:287	Man nähert ſich bei einer mühſamen Streiſerei um die Mittagsſtunde einer ſenkrechten Felſenwand und glaubt ſich ganz allein ; ringsumher herrſcht die tiefſte Stille , welche in allen wärmeren Gegenden Amerikas die Mitte des Tages bezeichnet , wo die meiſten Thiere in Schlaf verſunken ſind .	40	0:46	man nähern sich bei eine mühsam Streiferei um d Mittagsstunde eine senkrecht Felsenwand und glauben sich ganz allein ; ringsumher herrschen d tief Stille , welche in alle warm Gegend Amerika d Mitte d Tag bezeichnen , wo d meiste Tier in Schlaf versinken sein .	PIS VVFIN PRF APPR ART ADJA NN APPR ART NN ART ADJA NN KON VVFIN PRF ADV ADV $. ADV VVFIN ART ADJA NN $, PRELS APPR PIAT ADJA NN NE ART NN ART NN VVPP $, PWAV ART PIAT NN APPR NN VVPP VAFIN $.	Man nähert sich bei einer mühsamen Streiferei um die Mittagsstunde einer senkrechten Felsenwand und glaubt sich ganz allein ; ringsumher herrscht die tiefste Stille , welche in allen wärmeren Gegenden Amerikas die Mitte des Tages bezeichnet , wo die meisten Tiere in Schlaf versunken sind .
Tier	NN	1824	1	gruithuisen_mondbewohner_1824-124-2	 	Auch die Thiere bringen, wenn sie in großer Zahl immerfort denselben Weg wandeln, gewisse Straßen zu Stande, so z. B. die Ameisen, so das Hornvieh in den Wäldern, besonders in den gebirgigen; allein die Richtung derselben richtet sich genau nach der Leichtigkeit der Wanderschaft im Anfange, so daß jedes Hinderniß, das umgangen werden muß, die Richtung plötzlich abändert.	9:15	0:373	Auch die Thiere bringen , wenn sie in großer Zahl immerfort denselben Weg wandeln , gewisse Straßen zu Stande , so z. B. die Ameisen , so das Hornvieh in den Wäldern , besonders in den gebirgigen ; allein die Richtung derselben richtet sich genau nach der Leichtigkeit der Wanderschaft im Anfange , so daß jedes Hinderniß , das umgangen werden muß , die Richtung plötzlich abändert .	2	0:68	auch d Tier bringen , wenn sie in groß Zahl immerfort denselben Weg wandeln , gewiß Straße zu stande , so z. B. d Ameise , so d Hornvieh in d Wald , besonders in d gebirgig ; allein d Richtung dieselbe richten sich genau nach d Leichtigkeit d Wanderschaft im Anfang , so daß jede Hindernis , die umgehen werden müssen , d Richtung plötzlich abändern .	ADV ART NN VVINF $, KOUS PPER APPR ADJA NN ADV PDAT NN VVFIN $, ADJA NN PTKZU VVINF $, ADV APPRART NN ART NN $, ADV ART NN APPR ART NN $, ADV APPR ART ADJA $. ADV ART NN PDAT VVFIN PRF ADJD APPR ART NN ART NN APPRART NN $, ADV KOUS PIAT NN $, PRELS VVPP VAINF VMFIN $, ART NN ADJD VVFIN $.	Auch die Tiere bringen , wenn sie in großer Zahl immerfort denselben Weg wandeln , gewisse Straßen zu Stande , so z. B. die Ameisen , so das Hornvieh in den Wäldern , besonders in den gebirgigen ; allein die Richtung derselben richtet sich genau nach der Leichtigkeit der Wanderschaft im Anfange , so daß jedes Hindernis , das umgangen werden muß , die Richtung plötzlich abändert .
Tier	NN	1805	1	oken_biologie_1805-713-141	 	Bei den Amphibien ist dieser Sinn nur angezeigt, die Naslöcher durch keine Scheidewand verdoppelt, auch von keinem wahren Dekel nach Aussen geschlossen, obschon die Frösche sie durch eigne Muskeln erweitern und verengern können, und die Krokodile wirklich eine Art Dekel haben, der aber nicht häuticht, wie in den Fischen, und nur das Nasloch von Innen, damit die zu schlukende Luft nicht heraustrete, zu verschliessen fähig ist, dagegen die Nasendekel der Fische, unabhängig von der Respiration, sowohl von Aussen als von Innen den Durchgang des Wassers untersuchen, aber die Löcher nicht gang schliessen können, ferner ist die Nashöle ganz von der Athmungsfunction occupirt, da sie hingegen bei den Fischen ganz und gar allein dem Geruch bestimmt ist, und die Naslöcher doch beweglicher als in jedem andern Thiere sind.	809:815	0:821	Bei den Amphibien iſt dieſer Sinn nur angezeigt , die Naslöcher durch keine Scheidewand verdoppelt , auch von keinem wahren Dekel nach Auſſen geſchloſſen , obschon die Fröſche sie durch eigne Muskeln erweitern und verengern können , und die Krokodile wirklich eine Art Dekel haben , der aber nicht häuticht , wie in den Fiſchen , und nur das Nasloch von Innen , damit die zu schlukende Luft nicht heraustrete , zu verſchlieſsen fähig iſt , dagegen die Naſendekel der Fiſche , unabhängig von der Reſpiration , sowohl von Auſſen als von Innen den Durchgang des Waſſers untersuchen , aber die Löcher nicht gang schlieſsen können , ferner iſt die Nashöle ganz von der Athmungsfunction occupirt , da sie hingegen bei den Fiſchen ganz und gar allein dem Geruch beſtimmt iſt , und die Naslöcher doch beweglicher als in jedem andern Thiere sind .	141	0:144	bei d Amphibie sein diese Sinn nur anzeigen , d Naschloch durch keine Scheidewand verdoppeln , auch von keine wahr Deckel nach Außen schließen , obschon d Frosch sie durch eigen Muskel erweitern und verengen können , und d Krokodil wirklich eine Art Deckel haben , die aber nicht häutig , wie in d Fisch , und nur d Naschloch von innen , damit d zu schluckend Luft nicht heraustreten , zu verschließen fähig sein , dagegen d Nasendeckel d Fisch , unabhängig von d Respiration , sowohl von Außen als von innen d Durchgang d Wasser untersuchen , aber d Loch nicht Gang schließen können , ferner sein d Nashöl ganz von d Atmungsfunktion okkupieren , da sie hingegen bei d Fisch ganz und gar allein d Geruch bestimmen sein , und d Naschloch doch beweglich als in jede ander Tier sein .	APPR ART NN VAFIN PDAT NN ADV VVPP $, ART NN APPR PIAT NN VVPP $, ADV APPR PIAT ADJA NN APPR NN VVPP $, KOUS ART NN PPER APPR ADJA NN VVINF KON VVINF VMINF $, KON ART NN ADJD ART NN NN VAFIN $, PRELS ADV PTKNEG ADJD $, PWAV APPR ART NN $, KON ADV ART NN APPR ADV $, KOUS ART PTKZU ADJA NN PTKNEG VVFIN $, PTKZU VVINF ADJD VAFIN $, PAV ART NN ART NN $, ADJD APPR ART NN $, KON APPR NN KOKOM APPR ADV ART NN ART NN VVINF $, ADV ART NN PTKNEG NN VVINF VMINF $, ADV VAFIN ART NN ADV APPR ART NN VVPP $, KOUS PPER ADV APPR ART NN ADV KON ADV ADV ART NN VVPP VAFIN $, KON ART NN ADV ADJD KOKOM APPR PIAT ADJA NN VAFIN $.	Bei den Amphibien ist dieser Sinn nur angezeigt , die Naschlöcher durch keine Scheidewand verdoppelt , auch von keinem wahren Deckel nach Außen geschlossen , obschon die Frösche sie durch eigene Muskeln erweitern und verengen können , und die Krokodile wirklich eine Art Deckel haben , der aber nicht häutig , wie in den Fischen , und nur das Naschloch von Innen , damit die zu schluckende Luft nicht heraustrete , zu verschließen fähig ist , dagegen die Nasendeckel der Fische , unabhängig von der Respiration , sowohl von Außen als von Innen den Durchgang des Wassers untersuchen , aber die Löcher nicht Gang schließen können , ferner ist die Nashöle ganz von der Atmungsfunktion okkupiert , da sie hingegen bei den Fischen ganz und gar allein dem Geruch bestimmt ist , und die Naschlöcher doch beweglicher als in jedem anderen Tiere sind .
Tier	NN	1865	1	brehm_thierleben02_1865-20888-19	 	Eine hier und da vorkommende Fettflosse, welche längs des Rückens verläuft, trägt zur Vermehrung der Fischähnlichkeit dieser Thiere noch bei.	125:131	0:141	Eine hier und da vorkommende Fettfloſſe , welche längs des Rückens verläuft , trägt zur Vermehrung der Fiſchähnlichkeit dieſer Thiere noch bei .	19	0:23	eine hier und da vorkommend Fettflosse , welche längs d Rücken verlaufen , tragen zur Vermehrung d Fischähnlichkeit diese Tier noch bei .	ART ADV KON ADV ADJA NN $, PRELS APPR ART NN VVFIN $, VVFIN APPRART NN ART NN PDAT NN ADV PTKVZ $.	Eine hier und da vorkommende Fettflosse , welche längs des Rückens verläuft , trägt zur Vermehrung der Fischähnlichkeit dieser Tiere noch bei .
Tier	NN	1815	1	blumenbach_naturgeschichte_1815-3422-11	 	Bey Botanybay sowohl als an der Westküste, wo das schöne Thier schon 1697 gefunden und beschrieben worden.	57:62	0:106	Bey Botanybay sowohl als an der Westküste , wo das schöne Thier schon 1697 gefunden und beschrieben worden .	11	0:19	bei Botanybay sowohl als an d Westenküste , wo d schön Tier schon 1697 finden und beschreiben werden .	APPR NE KON KOKOM APPR ART NN $, PWAV ART ADJA NN ADV CARD VVPP KON VVPP VAPP $.	Bei Botanybay sowohl als an der Westküste , wo das schöne Tier schon 1697 gefunden und beschrieben worden .
Tier	NN	1875	1	krafft_landwirthschaft01_1875-1905-18	 	Die meiste Veranlassung, daß die Drainage unwirksam wird, geben die Verstopfungen der Drainzüge durch Pflanzenwurzeln, Thiere und Schlammabsatz.	119:125	0:144	Die meiſte Veranlaſſung , daß die Drainage unwirkſam wird , geben die Verſtopfungen der Drainzüge durch Pflanzenwurzeln , Thiere und Schlammabſatz .	18	0:22	d meiste Veranlaßung , daß d Drainage unwirksam werden , geben d Verstopfung d Drainzug durch Pflanzenwurzel , Tier und Schlammabsatz .	ART ADJA NN $, KOUS ART NN ADJD VAFIN $, VVFIN ART NN ART NN APPR NN $, NN KON NN $.	Die meiste Veranlassung , daß die Drainage unwirksam wird , geben die Verstopfungen der Drainzüge durch Pflanzenwurzeln , Tiere und Schlammabsatz .
Tier	NN	1864	1	brehm_thierleben01_1864-3477-1	 	Das Thier läßt sich schwer beobachten, weil es sehr furchtsam und schen ist.	4:9	0:76	Das Thier läßt ſich ſchwer beobachten , weil es ſehr furchtſam und ſchen iſt .	1	0:15	d Tier lassen sich schwer beobachten , weil es sehr furchtsam und Schen sein .	ART NN VVFIN PRF ADJD VVINF $, KOUS PPER ADV ADJD KON NE VAFIN $.	Das Tier läßt sich schwer beobachten , weil es sehr furchtsam und schen ist .
Tier	NN	1824	1	blumenbach_anatomie_1824-2106-4	 	Bey manchen der einfachsten Thiere, aus der Classe der Würmer, zumal bey den Eingeweidewürmern und den so genannten Zoophyten, ist überhaupt wenig oder keine Verschiedenheit von partibus similaribus ihres Körpers, und namentlich nichts zu erkennen, was als ein distinctes Nervensystem oder dazu gehörige Theile angesprochen werden könnte: sondern die Nervenmaterie, die sich übrigens durch Empfindungs-und Bewegungsvermögen bey ihnen so gut als in irgend einer andern Ordnung oder Classe des Thierreichs äussert, ist in ihre ganze meist homogene Masse wie verschmolzen:	28:34	0:569	Bey manchen der einfachsten Thiere , aus der Classe der Würmer , zumal bey den Eingeweidewürmern und den so genannten Zoophyten , ist überhaupt wenig oder keine Verschiedenheit von partibus similaribus ihres Körpers , und namentlich nichts zu erkennen , was als ein distinctes Nervensystem oder dazu gehörige Theile angesprochen werden könnte : sondern die Nervenmaterie , die sich übrigens durch Empfindungs- und Bewegungsvermögen bey ihnen so gut als in irgend einer andern Ordnung oder Classe des Thierreichs äussert , ist in ihre ganze meist homogene Masse wie verschmolzen :	4	0:90	bei manche d einfach Tier , aus d Klasse d Wurm , zumal bei d Eingeweidewurm und d so genennt Zoophyt , sein überhaupt wenig oder keine Verschiedenheit von Partibus Similaribus ihr Körper , und namentlich nichts zu erkennen , was als eine distinkt Nervensystem oder dazu gehörig Teil ansprechen werden können : sondern d Nervenmaterie , die sich übrigens durch empfindungs- und Bewegungsvermögen bei sie so gut als in irgend eine ander Ordnung oder Klasse d Tierreich äußern , sein in ihr ganz meist homogen Maß wie verschmelzen :	APPR PIAT ART ADJA NN $, APPR ART NN ART NN $, KOUS APPR ART NN KON ART ADV ADJA NN $, VAFIN ADV PIAT KON PIAT NN APPR NE NE PPOSAT NN $, KON ADV PIS PTKZU VVINF $, PRELS KOKOM ART ADJA NN KON PAV ADJA NN VVPP VAINF VMFIN $. KON ART NN $, PRELS PRF ADV APPR TRUNC KON NN APPR PPER ADV ADJD KOKOM APPR ADV ART ADJA NN KON NN ART NN VVFIN $, VAFIN APPR PPOSAT ADJA ADV ADJA NN KOKOM VVPP $.	Bei manchen der einfachsten Tiere , aus der Klasse der Würmer , zumal bei den Eingeweidewürmern und den so genannten Zoophyten , ist überhaupt wenig oder keine Verschiedenheit von partibus similaribus ihres Körpers , und namentlich nichts zu erkennen , was als ein distinktes Nervensystem oder dazu gehörige Teile angesprochen werden könnte : sondern die Nervenmaterie , die sich übrigens durch Empfindungs- und Bewegungsvermögen bei ihnen so gut als in irgend einer anderen Ordnung oder Klasse des Tierreichs äußert , ist in ihre ganze meist homogene Maße wie verschmolzen :
Tier	NN	1840	1	savigny_system02_1840-1437-6	 	Die Klage wegen Verwundung durch gefährliche Thiere, wenn dabey eine Unvorsichtigkeit des Herrn zum Grunde lag, ist gleichfalls in bonum et aequum concepta, und hat daher dieselbe Beschaffenheit wie die vorhergehende Klage.	45:51	0:223	Die Klage wegen Verwundung durch gefährliche Thiere , wenn dabey eine Unvorſichtigkeit des Herrn zum Grunde lag , iſt gleichfalls in bonum et aequum concepta , und hat daher dieſelbe Beſchaffenheit wie die vorhergehende Klage .	6	0:36	d Klage wegen Verwundung durch gefährlich Tier , wenn dabei eine Unvorsichtigkeit d Herr zum Grund liegen , sein gleichfalls in bonum et aequum concepta , und haben daher dieselbe Beschaffenheit wie d vorhergehend Klage .	ART NN APPR NN APPR ADJA NN $, KOUS PAV ART NN ART NN APPRART NN VVFIN $, VAFIN ADV APPR FM FM FM FM $, KON VAFIN PAV ADJA NN KOKOM ART ADJA NN $.	Die Klage wegen Verwundung durch gefährliche Tiere , wenn dabei eine Unvorsichtigkeit des Herrn zum Grunde lag , ist gleichfalls in bonum et aequum concepta , und hat daher dieselbe Beschaffenheit wie die vorhergehende Klage .
Tier	NN	1818	1	treviranus_biologie05_1818-1265-54	 	Nach den bisherigen Gründen fehlen zum völligen Beweise, dass die angeführten phosphorischen Erscheinungen Wirkungen eines wahren Phosphors sind, der im gewöhnlichen Zustand durch seine Verbindung mit andern Materien vor dem eigentlichen Verbrennen geschützt und auf das blosse Leuchten beschränkt ist, nur noch Fälle einer wirklichen Entwickelung von Feuer im Innern lebender Thiere, die eine Entzündung jenes Phosphors zur Ursache haben müssen.	377:383	0:446	Nach den bisherigen Gründen fehlen zum völligen Beweise , daſs die angeführten phosphorischen Erscheinungen Wirkungen eines wahren Phosphors sind , der im gewöhnlichen Zustand durch seine Verbindung mit andern Materien vor dem eigentlichen Verbrennen geschützt und auf das bloſse Leuchten beschränkt ist , nur noch Fälle einer wirklichen Entwickelung von Feuer im Innern lebender Thiere , die eine Entzündung jenes Phosphors zur Ursache haben müssen .	54	0:66	nach d bisherig Grund fehlen zum völlig Beweis , dass d angeführt phosphoreschen Erscheinung Wirkung eine wahr Phosphor sein , die im gewöhnlich Zustand durch seine Verbindung mit ander Materie vor d eigentlich Verbrennen schützen und auf d bloß Leuchte beschränken sein , nur noch Fall eine wirklich Entwicklung von Feuer im Innere lebend Tier , die eine Entzündung jen Phosphor zur Ursache haben müssen .	APPR ART ADJA NN VVFIN APPRART ADJA NN $, KOUS ART ADJA ADJA NN NN ART ADJA NN VAFIN $, PRELS APPRART ADJA NN APPR PPOSAT NN APPR ADJA NN APPR ART ADJA NN VVPP KON APPR ART ADJA NN VVPP VAFIN $, ADV ADV NN ART ADJA NN APPR NN APPRART NN ADJA NN $, PRELS ART NN PDAT NN APPRART NN VAINF VMFIN $.	Nach den bisherigen Gründen fehlen zum völligen Beweise , dass die angeführten phosphoreschen Erscheinungen Wirkungen eines wahren Phosphors sind , der im gewöhnlichen Zustand durch seine Verbindung mit anderen Materien vor dem eigentlichen Verbrennen geschützt und auf das bloße Leuchten beschränkt ist , nur noch Fälle einer wirklichen Entwicklung von Feuer im Inneren lebender Tiere , die eine Entzündung jenes Phosphors zur Ursache haben müssen .
